"","ID","SEX","FOODITEM","BOUTDURATION","ages","new.rank","female","male","KID","new.f","new.m","rank","adult.presence"
"2975","EP","0",403,3,5,5,"2","2","EP","2","2","1","5"
"2976","EP","0",403,3,5,5,"2","2","EP","2","2","1","5"
"2977","EP","0",403,3,5,5,"2","2","EP","2","2","1","5"
"2978","EP","0",403,9,5,5,"2","2","EP","2","2","1","5"
"2979","EP","0",403,5,5,5,"2","2","EP","2","2","1","5"
"2980","EP","0",403,26,5,5,"2","2","EP","2","2","1","5"
"2981","EP","0",403,19,5,5,"2","2","EP","2","2","1","5"
"2982","EP","0",403,2,5,5,"2","2","EP","2","2","1","5"
"2983","EP","0",403,2,5,5,"2","2","EP","2","2","1","5"
"2984","EP","0",403,6,5,5,"2","2","EP","2","2","1","5"
"2985","EP","0",403,3,5,5,"2","2","EP","2","2","1","5"
"2986","EP","0",403,3,5,5,"2","2","EP","2","2","1","5"
"2987","EP","0",403,9,5,5,"2","2","EP","2","2","1","5"
"2988","EP","0",403,8,5,5,"2","2","EP","2","2","1","5"
"2989","FB","1",464,386,6,5,"2","2","FB","2","2","1","5"
"2990","FB","1",464,25,6,5,"2","2","FB","2","2","1","5"
"2991","FB","1",464,96,6,5,"2","2","FB","2","2","1","5"
"2992","FB","1",464,29,6,5,"2","2","FB","2","2","1","5"
"2993","FB","1",464,7,6,5,"2","2","FB","2","2","1","5"
"2994","FB","1",464,15,6,5,"2","2","FB","2","2","1","5"
"2995","FB","1",464,5,6,5,"2","2","FB","2","2","1","5"
"2996","FB","1",464,66,6,5,"2","2","FB","2","2","1","5"
"2997","FB","1",464,12,6,5,"2","2","FB","2","2","1","5"
"2998","FB","1",464,4,6,5,"2","2","FB","2","2","1","5"
"2999","FB","1",464,5,6,5,"2","2","FB","2","2","1","5"
"3000","FB","1",464,6,6,5,"2","2","FB","2","2","1","5"
"3001","FB","1",403,91,6,5,"2","2","FB","2","2","1","5"
"3002","FB","1",403,18,6,5,"2","2","FB","2","2","1","5"
"3003","FB","1",403,8,6,5,"2","2","FB","2","2","1","5"
"3004","FB","1",403,21,6,5,"2","2","FB","2","2","1","5"
"3005","FB","1",403,5,6,5,"2","2","FB","2","2","1","5"
"3006","FB","1",403,4,6,5,"2","2","FB","2","2","1","5"
"3007","FE","1",464,198,5,5,"2","2","FE","2","2","1","5"
"3008","FE","1",464,109,5,5,"2","2","FE","2","2","1","5"
"3009","FE","1",464,113,5,5,"2","2","FE","2","2","1","5"
"3010","FE","1",464,128,5,5,"2","2","FE","2","2","1","5"
"3011","FE","1",464,33,5,5,"2","2","FE","2","2","1","5"
"3012","FE","1",464,7,5,5,"2","2","FE","2","2","1","5"
"3013","FE","1",464,46,5,5,"2","2","FE","2","2","1","5"
"3014","FE","1",464,30,5,5,"2","2","FE","2","2","1","5"
"3015","FE","1",464,9,5,5,"2","2","FE","2","2","1","5"
"3016","FE","1",464,4,5,5,"2","2","FE","2","2","1","5"
"3017","FE","1",464,4,5,5,"2","2","FE","2","2","1","5"
"3018","FE","1",464,4,5,5,"2","2","FE","2","2","1","5"
"3019","FE","1",464,42,5,5,"2","2","FE","2","2","1","5"
"3020","FE","1",464,14,5,5,"2","2","FE","2","2","1","5"
"3021","FE","1",464,7,5,5,"2","2","FE","2","2","1","5"
"3022","FE","1",464,10,5,5,"2","2","FE","2","2","1","5"
"3023","FE","1",464,3,5,5,"2","2","FE","2","2","1","5"
"3024","FE","1",464,3,5,5,"2","2","FE","2","2","1","5"
"3025","FE","1",464,12,5,5,"2","2","FE","2","2","1","5"
"3026","FE","1",464,3,5,5,"2","2","FE","2","2","1","5"
"3027","FE","1",464,3,5,5,"2","2","FE","2","2","1","5"
"3028","FE","1",464,9,5,5,"2","2","FE","2","2","1","5"
"3029","FE","1",464,3,5,5,"2","2","FE","2","2","1","5"
"3030","FE","1",464,3,5,5,"2","2","FE","2","2","1","5"
"3031","FE","1",464,10,5,5,"2","2","FE","2","2","1","5"
"3032","FE","1",464,5,5,5,"2","2","FE","2","2","1","5"
"3033","FE","1",464,7,5,5,"2","2","FE","2","2","1","5"
"3034","FE","1",464,107,5,5,"2","2","FE","2","2","1","5"
"3035","FE","1",464,4,5,5,"2","2","FE","2","2","1","5"
"3036","FE","1",464,2,5,5,"2","2","FE","2","2","1","5"
"3037","FE","1",464,12,5,5,"2","2","FE","2","2","1","5"
"3038","FE","1",464,6,5,5,"2","2","FE","2","2","1","5"
"3039","FE","1",464,8,5,5,"2","2","FE","2","2","1","5"
"3040","FE","1",464,5,5,5,"2","2","FE","2","2","1","5"
"3041","FE","1",464,3,5,5,"2","2","FE","2","2","1","5"
"3042","FE","1",464,3,5,5,"2","2","FE","2","2","1","5"
"3043","FE","1",464,3,5,5,"2","2","FE","2","2","1","5"
"3044","FE","1",464,3,5,5,"2","2","FE","2","2","1","5"
"3045","FE","1",464,10,5,5,"2","2","FE","2","2","1","5"
"3046","FE","1",464,3,5,5,"2","2","FE","2","2","1","5"
"3047","FE","1",464,3,5,5,"2","2","FE","2","2","1","5"
"3048","FE","1",464,2,5,5,"2","2","FE","2","2","1","5"
"3049","FE","1",464,8,5,5,"2","2","FE","2","2","1","5"
"3050","FE","1",403,212,5,5,"2","2","FE","2","2","1","5"
"3051","FE","1",403,6,5,5,"2","2","FE","2","2","1","5"
"3052","FE","1",403,6,5,5,"2","2","FE","2","2","1","5"
"3053","FE","1",403,19,5,5,"2","2","FE","2","2","1","5"
"3054","FE","1",403,3,5,5,"2","2","FE","2","2","1","5"
"3055","FE","1",403,3,5,5,"2","2","FE","2","2","1","5"
"3056","FE","1",403,3,5,5,"2","2","FE","2","2","1","5"
"3057","FE","1",403,3,5,5,"2","2","FE","2","2","1","5"
"3058","FE","1",403,3,5,5,"2","2","FE","2","2","1","5"
"3059","FE","1",403,3,5,5,"2","2","FE","2","2","1","5"
"3060","FE","1",403,4,5,5,"2","2","FE","2","2","1","5"
"3061","FE","1",403,2,5,5,"2","2","FE","2","2","1","5"
"3062","FE","1",403,2,5,5,"2","2","FE","2","2","1","5"
"3063","FE","1",403,4,5,5,"2","2","FE","2","2","1","5"
"3064","FE","1",403,2,5,5,"2","2","FE","2","2","1","5"
"3065","FE","1",403,3,5,5,"2","2","FE","2","2","1","5"
"3066","FE","1",403,2,5,5,"2","2","FE","2","2","1","5"
"3067","GT","0",464,178,4,5,"2","2","GT","2","2","1","5"
"3068","GT","0",464,140,4,5,"2","2","GT","2","2","1","5"
"3069","GT","0",464,358,4,5,"2","2","GT","2","2","1","5"
"3070","GT","0",464,57,4,5,"2","2","GT","2","2","1","5"
"3071","GT","0",464,17,4,5,"2","2","GT","2","2","1","5"
"3072","GT","0",464,16,4,5,"2","2","GT","2","2","1","5"
"3073","GT","0",464,4,4,5,"2","2","GT","2","2","1","5"
"3074","GT","0",464,4,4,5,"2","2","GT","2","2","1","5"
"3075","GT","0",464,4,4,5,"2","2","GT","2","2","1","5"
"3076","GT","0",464,20,4,5,"2","2","GT","2","2","1","5"
"3077","GT","0",464,47,4,5,"2","2","GT","2","2","1","5"
"3078","GT","0",464,19,4,5,"2","2","GT","2","2","1","5"
"3079","GT","0",464,16,4,5,"2","2","GT","2","2","1","5"
"3080","GT","0",464,61,4,5,"2","2","GT","2","2","1","5"
"3081","GT","0",464,3,4,5,"2","2","GT","2","2","1","5"
"3082","GT","0",464,6,4,5,"2","2","GT","2","2","1","5"
"3083","GT","0",464,3,4,5,"2","2","GT","2","2","1","5"
"3084","GT","0",464,3,4,5,"2","2","GT","2","2","1","5"
"3085","GT","0",464,3,4,5,"2","2","GT","2","2","1","5"
"3086","GT","0",464,3,4,5,"2","2","GT","2","2","1","5"
"3087","GT","0",464,28,4,5,"2","2","GT","2","2","1","5"
"3088","GT","0",464,69,4,5,"2","2","GT","2","2","1","5"
"3089","GT","0",464,27,4,5,"2","2","GT","2","2","1","5"
"3090","GT","0",464,7,4,5,"2","2","GT","2","2","1","5"
"3091","GT","0",464,11,4,5,"2","2","GT","2","2","1","5"
"3092","GT","0",464,4,4,5,"2","2","GT","2","2","1","5"
"3093","GT","0",464,2,4,5,"2","2","GT","2","2","1","5"
"3094","GT","0",464,27,4,5,"2","2","GT","2","2","1","5"
"3095","GT","0",464,25,4,5,"2","2","GT","2","2","1","5"
"3096","GT","0",464,30,4,5,"2","2","GT","2","2","1","5"
"3097","GT","0",464,10,4,5,"2","2","GT","2","2","1","5"
"3098","GT","0",464,3,4,5,"2","2","GT","2","2","1","5"
"3099","GT","0",464,3,4,5,"2","2","GT","2","2","1","5"
"3100","GT","0",464,3,4,5,"2","2","GT","2","2","1","5"
"3101","GT","0",464,3,4,5,"2","2","GT","2","2","1","5"
"3102","GT","0",464,3,4,5,"2","2","GT","2","2","1","5"
"3103","GT","0",464,8,4,5,"2","2","GT","2","2","1","5"
"3104","GT","0",464,5,4,5,"2","2","GT","2","2","1","5"
"3105","GT","0",464,2,4,5,"2","2","GT","2","2","1","5"
"3106","GT","0",464,4,4,5,"2","2","GT","2","2","1","5"
"3107","GT","0",464,4,4,5,"2","2","GT","2","2","1","5"
"3108","GT","0",403,131,4,5,"2","2","GT","2","2","1","5"
"3109","GT","0",403,4,4,5,"2","2","GT","2","2","1","5"
"3110","GT","0",403,2,4,5,"2","2","GT","2","2","1","5"
"3111","IE","0",464,139,4,5,"2","2","IE","2","2","1","5"
"3112","IE","0",464,81,4,5,"2","2","IE","2","2","1","5"
"3113","IE","0",464,259,4,5,"2","2","IE","2","2","1","5"
"3114","IE","0",464,130,4,5,"2","2","IE","2","2","1","5"
"3115","IE","0",464,12,4,5,"2","2","IE","2","2","1","5"
"3116","IE","0",464,32,4,5,"2","2","IE","2","2","1","5"
"3117","IE","0",464,7,4,5,"2","2","IE","2","2","1","5"
"3118","IE","0",464,54,4,5,"2","2","IE","2","2","1","5"
"3119","IE","0",464,5,4,5,"2","2","IE","2","2","1","5"
"3120","IE","0",464,12,4,5,"2","2","IE","2","2","1","5"
"3121","IE","0",464,41,4,5,"2","2","IE","2","2","1","5"
"3122","IE","0",464,9,4,5,"2","2","IE","2","2","1","5"
"3123","IE","0",464,3,4,5,"2","2","IE","2","2","1","5"
"3124","IE","0",464,9,4,5,"2","2","IE","2","2","1","5"
"3125","IE","0",464,44,4,5,"2","2","IE","2","2","1","5"
"3126","IE","0",464,11,4,5,"2","2","IE","2","2","1","5"
"3127","IE","0",464,16,4,5,"2","2","IE","2","2","1","5"
"3128","IE","0",464,8,4,5,"2","2","IE","2","2","1","5"
"3129","IE","0",464,26,4,5,"2","2","IE","2","2","1","5"
"3130","IE","0",464,5,4,5,"2","2","IE","2","2","1","5"
"3131","IE","0",464,24,4,5,"2","2","IE","2","2","1","5"
"3132","IE","0",464,135,4,5,"2","2","IE","2","2","1","5"
"3133","IE","0",464,9,4,5,"2","2","IE","2","2","1","5"
"3134","IE","0",464,2,4,5,"2","2","IE","2","2","1","5"
"3135","IE","0",464,6,4,5,"2","2","IE","2","2","1","5"
"3136","IE","0",464,6,4,5,"2","2","IE","2","2","1","5"
"3137","IE","0",464,14,4,5,"2","2","IE","2","2","1","5"
"3138","IE","0",464,3,4,5,"2","2","IE","2","2","1","5"
"3139","IE","0",464,3,4,5,"2","2","IE","2","2","1","5"
"3140","IE","0",464,8,4,5,"2","2","IE","2","2","1","5"
"3141","IE","0",464,8,4,5,"2","2","IE","2","2","1","5"
"3142","IE","0",464,14,4,5,"2","2","IE","2","2","1","5"
"3143","IE","0",464,5,4,5,"2","2","IE","2","2","1","5"
"3144","IE","0",464,3,4,5,"2","2","IE","2","2","1","5"
"3145","IE","0",464,5,4,5,"2","2","IE","2","2","1","5"
"3146","IE","0",403,19,4,5,"2","2","IE","2","2","1","5"
"3147","IE","0",403,12,4,5,"2","2","IE","2","2","1","5"
"3148","IE","0",403,9,4,5,"2","2","IE","2","2","1","5"
"3149","IE","0",403,16,4,5,"2","2","IE","2","2","1","5"
"3150","IE","0",403,8,4,5,"2","2","IE","2","2","1","5"
"3151","IE","0",403,2,4,5,"2","2","IE","2","2","1","5"
"3152","IE","0",403,2,4,5,"2","2","IE","2","2","1","5"
"3153","IE","0",403,4,4,5,"2","2","IE","2","2","1","5"
"3154","JA","1",464,223,5,5,"2","2","JA","2","2","1","5"
"3155","JA","1",464,11,5,5,"2","2","JA","2","2","1","5"
"3156","JA","1",464,21,5,5,"2","2","JA","2","2","1","5"
"3157","JA","1",464,115,5,5,"2","2","JA","2","2","1","5"
"3158","JA","1",464,52,5,5,"2","2","JA","2","2","1","5"
"3159","JA","1",464,31,5,5,"2","2","JA","2","2","1","5"
"3160","JA","1",464,3,5,5,"2","2","JA","2","2","1","5"
"3161","JA","1",464,5,5,5,"2","2","JA","2","2","1","5"
"3162","JA","1",464,5,5,5,"2","2","JA","2","2","1","5"
"3163","JA","1",464,17,5,5,"2","2","JA","2","2","1","5"
"3164","JA","1",464,131,5,5,"2","2","JA","2","2","1","5"
"3165","JA","1",464,60,5,5,"2","2","JA","2","2","1","5"
"3166","JA","1",464,3,5,5,"2","2","JA","2","2","1","5"
"3167","JA","1",464,3,5,5,"2","2","JA","2","2","1","5"
"3168","JA","1",464,327,5,5,"2","2","JA","2","2","1","5"
"3169","JA","1",403,351,5,5,"2","2","JA","2","2","1","5"
"3170","JA","1",403,94,5,5,"2","2","JA","2","2","1","5"
"3171","JA","1",403,96,5,5,"2","2","JA","2","2","1","5"
"3172","JA","1",403,35,5,5,"2","2","JA","2","2","1","5"
"3173","JA","1",403,41,5,5,"2","2","JA","2","2","1","5"
"3174","JA","1",403,8,5,5,"2","2","JA","2","2","1","5"
"3175","JA","1",403,15,5,5,"2","2","JA","2","2","1","5"
"3176","JA","1",403,36,5,5,"2","2","JA","2","2","1","5"
"3177","JA","1",403,23,5,5,"2","2","JA","2","2","1","5"
"3178","JA","1",403,4,5,5,"2","2","JA","2","2","1","5"
"3179","JA","1",403,20,5,5,"2","2","JA","2","2","1","5"
"3180","JA","1",403,8,5,5,"2","2","JA","2","2","1","5"
"3181","JA","1",403,4,5,5,"2","2","JA","2","2","1","5"
"3182","JA","1",403,8,5,5,"2","2","JA","2","2","1","5"
"3183","JA","1",403,23,5,5,"2","2","JA","2","2","1","5"
"3184","JA","1",403,7,5,5,"2","2","JA","2","2","1","5"
"3185","JA","1",403,7,5,5,"2","2","JA","2","2","1","5"
"3186","JA","1",403,27,5,5,"2","2","JA","2","2","1","5"
"3187","JA","1",403,3,5,5,"2","2","JA","2","2","1","5"
"3188","JA","1",403,3,5,5,"2","2","JA","2","2","1","5"
"3189","JA","1",403,3,5,5,"2","2","JA","2","2","1","5"
"3190","JA","1",403,3,5,5,"2","2","JA","2","2","1","5"
"3191","JA","1",403,3,5,5,"2","2","JA","2","2","1","5"
"3192","JA","1",403,6,5,5,"2","2","JA","2","2","1","5"
"3193","JA","1",403,11,5,5,"2","2","JA","2","2","1","5"
"3194","JA","1",403,4,5,5,"2","2","JA","2","2","1","5"
"3195","JA","1",403,4,5,5,"2","2","JA","2","2","1","5"
"3196","JA","1",403,2,5,5,"2","2","JA","2","2","1","5"
"3197","JA","1",403,4,5,5,"2","2","JA","2","2","1","5"
"3198","JA","1",403,3,5,5,"2","2","JA","2","2","1","5"
"3199","JA","1",403,3,5,5,"2","2","JA","2","2","1","5"
"3200","KW","1",464,424,4,5,"2","2","KW","2","2","1","5"
"3201","KW","1",464,30,4,5,"2","2","KW","2","2","1","5"
"3202","KW","1",464,84,4,5,"2","2","KW","2","2","1","5"
"3203","KW","1",464,17,4,5,"2","2","KW","2","2","1","5"
"3204","KW","1",464,10,4,5,"2","2","KW","2","2","1","5"
"3205","KW","1",464,9,4,5,"2","2","KW","2","2","1","5"
"3206","KW","1",464,12,4,5,"2","2","KW","2","2","1","5"
"3207","KW","1",464,30,4,5,"2","2","KW","2","2","1","5"
"3208","KW","1",464,14,4,5,"2","2","KW","2","2","1","5"
"3209","KW","1",464,2,4,5,"2","2","KW","2","2","1","5"
"3210","KW","1",464,35,4,5,"2","2","KW","2","2","1","5"
"3211","KW","1",464,3,4,5,"2","2","KW","2","2","1","5"
"3212","KW","1",464,3,4,5,"2","2","KW","2","2","1","5"
"3213","KW","1",464,15,4,5,"2","2","KW","2","2","1","5"
"3214","KW","1",464,4,4,5,"2","2","KW","2","2","1","5"
"3215","KW","1",465,33,4,5,"2","2","KW","2","2","1","5"
"3216","KW","1",403,172,4,5,"2","2","KW","2","2","1","5"
"3217","KW","1",403,261,4,5,"2","2","KW","2","2","1","5"
"3218","KW","1",403,3,4,5,"2","2","KW","2","2","1","5"
"3219","KW","1",403,3,4,5,"2","2","KW","2","2","1","5"
"3220","NC","1",464,139,4,5,"2","2","NC","2","2","1","5"
"3221","NC","1",464,18,4,5,"2","2","NC","2","2","1","5"
"3222","NC","1",464,21,4,5,"2","2","NC","2","2","1","5"
"3223","NC","1",464,16,4,5,"2","2","NC","2","2","1","5"
"3224","NC","1",464,12,4,5,"2","2","NC","2","2","1","5"
"3225","NC","1",464,4,4,5,"2","2","NC","2","2","1","5"
"3226","NC","1",464,4,4,5,"2","2","NC","2","2","1","5"
"3227","NC","1",464,7,4,5,"2","2","NC","2","2","1","5"
"3228","NC","1",464,3,4,5,"2","2","NC","2","2","1","5"
"3229","NC","1",464,3,4,5,"2","2","NC","2","2","1","5"
"3230","NC","1",464,35,4,5,"2","2","NC","2","2","1","5"
"3231","NC","1",464,8,4,5,"2","2","NC","2","2","1","5"
"3232","NC","1",464,5,4,5,"2","2","NC","2","2","1","5"
"3233","NC","1",464,10,4,5,"2","2","NC","2","2","1","5"
"3234","NC","1",464,23,4,5,"2","2","NC","2","2","1","5"
"3235","NC","1",464,4,4,5,"2","2","NC","2","2","1","5"
"3236","NC","1",464,12,4,5,"2","2","NC","2","2","1","5"
"3237","NC","1",464,6,4,5,"2","2","NC","2","2","1","5"
"3238","NC","1",464,8,4,5,"2","2","NC","2","2","1","5"
"3239","NC","1",464,2,4,5,"2","2","NC","2","2","1","5"
"3240","NC","1",464,4,4,5,"2","2","NC","2","2","1","5"
"3241","NC","1",464,34,4,5,"2","2","NC","2","2","1","5"
"3242","NC","1",464,6,4,5,"2","2","NC","2","2","1","5"
"3243","NC","1",464,3,4,5,"2","2","NC","2","2","1","5"
"3244","NC","1",464,3,4,5,"2","2","NC","2","2","1","5"
"3245","NC","1",464,3,4,5,"2","2","NC","2","2","1","5"
"3246","NC","1",464,3,4,5,"2","2","NC","2","2","1","5"
"3247","NC","1",464,3,4,5,"2","2","NC","2","2","1","5"
"3248","NC","1",464,4,4,5,"2","2","NC","2","2","1","5"
"3249","NC","1",403,279,4,5,"2","2","NC","2","2","1","5"
"3250","NC","1",403,159,4,5,"2","2","NC","2","2","1","5"
"3251","NC","1",403,44,4,5,"2","2","NC","2","2","1","5"
"3252","NC","1",403,35,4,5,"2","2","NC","2","2","1","5"
"3253","NC","1",403,20,4,5,"2","2","NC","2","2","1","5"
"3254","NC","1",403,87,4,5,"2","2","NC","2","2","1","5"
"3255","NC","1",403,9,4,5,"2","2","NC","2","2","1","5"
"3256","NC","1",403,11,4,5,"2","2","NC","2","2","1","5"
"3257","NC","1",403,2,4,5,"2","2","NC","2","2","1","5"
"3258","NT","0",464,164,3,5,"2","2","NT","2","2","1","5"
"3259","NT","0",464,9,3,5,"2","2","NT","2","2","1","5"
"3260","NT","0",464,54,3,5,"2","2","NT","2","2","1","5"
"3261","NT","0",464,27,3,5,"2","2","NT","2","2","1","5"
"3262","NT","0",464,52,3,5,"2","2","NT","2","2","1","5"
"3263","NT","0",464,5,3,5,"2","2","NT","2","2","1","5"
"3264","NT","0",464,83,3,5,"2","2","NT","2","2","1","5"
"3265","NT","0",464,41,3,5,"2","2","NT","2","2","1","5"
"3266","NT","0",464,12,3,5,"2","2","NT","2","2","1","5"
"3267","NT","0",464,18,3,5,"2","2","NT","2","2","1","5"
"3268","NT","0",464,2,3,5,"2","2","NT","2","2","1","5"
"3269","NT","0",464,5,3,5,"2","2","NT","2","2","1","5"
"3270","NT","0",464,2,3,5,"2","2","NT","2","2","1","5"
"3271","NT","0",464,487,3,5,"2","2","NT","2","2","1","5"
"3272","NT","0",465,17,3,5,"2","2","NT","2","2","1","5"
"3273","NT","0",403,19,3,5,"2","2","NT","2","2","1","5"
"3274","NT","0",403,5,3,5,"2","2","NT","2","2","1","5"
"3275","NT","0",403,3,3,5,"2","2","NT","2","2","1","5"
"3276","NT","0",403,2,3,5,"2","2","NT","2","2","1","5"
"3277","NT","0",403,3,3,5,"2","2","NT","2","2","1","5"
"3278","NT","0",403,326,3,5,"2","2","NT","2","2","1","5"
"3279","NT","0",403,72,3,5,"2","2","NT","2","2","1","5"
"3280","NT","0",403,4,3,5,"2","2","NT","2","2","1","5"
"3281","PG","0",464,128,2,5,"2","2","PG","2","2","1","5"
"3282","PG","0",464,126,2,5,"2","2","PG","2","2","1","5"
"3283","PG","0",464,148,2,5,"2","2","PG","2","2","1","5"
"3284","PG","0",464,474,2,5,"2","2","PG","2","2","1","5"
"3285","PG","0",464,217,2,5,"2","2","PG","2","2","1","5"
"3286","PG","0",464,16,2,5,"2","2","PG","2","2","1","5"
"3287","PG","0",464,40,2,5,"2","2","PG","2","2","1","5"
"3288","PG","0",464,40,2,5,"2","2","PG","2","2","1","5"
"3289","PG","0",464,59,2,5,"2","2","PG","2","2","1","5"
"3290","PG","0",464,19,2,5,"2","2","PG","2","2","1","5"
"3291","PG","0",464,15,2,5,"2","2","PG","2","2","1","5"
"3292","PG","0",464,15,2,5,"2","2","PG","2","2","1","5"
"3293","PG","0",464,18,2,5,"2","2","PG","2","2","1","5"
"3294","PG","0",464,17,2,5,"2","2","PG","2","2","1","5"
"3295","PG","0",464,3,2,5,"2","2","PG","2","2","1","5"
"3296","PG","0",464,3,2,5,"2","2","PG","2","2","1","5"
"3297","PG","0",464,36,2,5,"2","2","PG","2","2","1","5"
"3298","PG","0",464,3,2,5,"2","2","PG","2","2","1","5"
"3299","PG","0",464,3,2,5,"2","2","PG","2","2","1","5"
"3300","PG","0",464,3,2,5,"2","2","PG","2","2","1","5"
"3301","PG","0",464,3,2,5,"2","2","PG","2","2","1","5"
"3302","PG","0",464,6,2,5,"2","2","PG","2","2","1","5"
"3303","PG","0",464,6,2,5,"2","2","PG","2","2","1","5"
"3304","PG","0",464,6,2,5,"2","2","PG","2","2","1","5"
"3305","PG","0",464,5,2,5,"2","2","PG","2","2","1","5"
"3306","PG","0",464,18,2,5,"2","2","PG","2","2","1","5"
"3307","PG","0",464,40,2,5,"2","2","PG","2","2","1","5"
"3308","PG","0",464,4,2,5,"2","2","PG","2","2","1","5"
"3309","PG","0",464,5,2,5,"2","2","PG","2","2","1","5"
"3310","PG","0",464,5,2,5,"2","2","PG","2","2","1","5"
"3311","PG","0",464,3,2,5,"2","2","PG","2","2","1","5"
"3312","PG","0",464,3,2,5,"2","2","PG","2","2","1","5"
"3313","PG","0",464,3,2,5,"2","2","PG","2","2","1","5"
"3314","PG","0",464,11,2,5,"2","2","PG","2","2","1","5"
"3315","PG","0",464,3,2,5,"2","2","PG","2","2","1","5"
"3316","PG","0",403,145,2,5,"2","2","PG","2","2","1","5"
"3317","PG","0",403,11,2,5,"2","2","PG","2","2","1","5"
"3318","PG","0",403,7,2,5,"2","2","PG","2","2","1","5"
"3319","PG","0",403,7,2,5,"2","2","PG","2","2","1","5"
"3320","PG","0",403,9,2,5,"2","2","PG","2","2","1","5"
"3321","PG","0",403,3,2,5,"2","2","PG","2","2","1","5"
"3322","PJ","1",464,400,2,5,"2","2","PJ","2","2","1","5"
"3323","PJ","1",464,149,2,5,"2","2","PJ","2","2","1","5"
"3324","PJ","1",464,186,2,5,"2","2","PJ","2","2","1","5"
"3325","PJ","1",464,159,2,5,"2","2","PJ","2","2","1","5"
"3326","PJ","1",464,613,2,5,"2","2","PJ","2","2","1","5"
"3327","PJ","1",464,54,2,5,"2","2","PJ","2","2","1","5"
"3328","PJ","1",464,23,2,5,"2","2","PJ","2","2","1","5"
"3329","PJ","1",464,16,2,5,"2","2","PJ","2","2","1","5"
"3330","PJ","1",464,10,2,5,"2","2","PJ","2","2","1","5"
"3331","PJ","1",464,32,2,5,"2","2","PJ","2","2","1","5"
"3332","PJ","1",464,19,2,5,"2","2","PJ","2","2","1","5"
"3333","PJ","1",464,70,2,5,"2","2","PJ","2","2","1","5"
"3334","PJ","1",464,4,2,5,"2","2","PJ","2","2","1","5"
"3335","PJ","1",464,6,2,5,"2","2","PJ","2","2","1","5"
"3336","PJ","1",464,26,2,5,"2","2","PJ","2","2","1","5"
"3337","PJ","1",464,9,2,5,"2","2","PJ","2","2","1","5"
"3338","PJ","1",464,15,2,5,"2","2","PJ","2","2","1","5"
"3339","PJ","1",464,31,2,5,"2","2","PJ","2","2","1","5"
"3340","PJ","1",464,11,2,5,"2","2","PJ","2","2","1","5"
"3341","PJ","1",403,331,2,5,"2","2","PJ","2","2","1","5"
"3342","PJ","1",403,27,2,5,"2","2","PJ","2","2","1","5"
"3343","PJ","1",403,10,2,5,"2","2","PJ","2","2","1","5"
"3344","PJ","1",403,4,2,5,"2","2","PJ","2","2","1","5"
"3345","PJ","1",403,7,2,5,"2","2","PJ","2","2","1","5"
"3346","PJ","1",403,3,2,5,"2","2","PJ","2","2","1","5"
"3347","PO","1",464,383,2,5,"2","2","PO","2","2","1","5"
"3348","PO","1",464,249,2,5,"2","2","PO","2","2","1","5"
"3349","PO","1",464,101,2,5,"2","2","PO","2","2","1","5"
"3350","PO","1",464,66,2,5,"2","2","PO","2","2","1","5"
"3351","PO","1",464,19,2,5,"2","2","PO","2","2","1","5"
"3352","PO","1",464,64,2,5,"2","2","PO","2","2","1","5"
"3353","PO","1",464,10,2,5,"2","2","PO","2","2","1","5"
"3354","PO","1",464,24,2,5,"2","2","PO","2","2","1","5"
"3355","PO","1",464,116,2,5,"2","2","PO","2","2","1","5"
"3356","PO","1",464,46,2,5,"2","2","PO","2","2","1","5"
"3357","PO","1",464,6,2,5,"2","2","PO","2","2","1","5"
"3358","PO","1",464,11,2,5,"2","2","PO","2","2","1","5"
"3359","PO","1",464,21,2,5,"2","2","PO","2","2","1","5"
"3360","PO","1",464,20,2,5,"2","2","PO","2","2","1","5"
"3361","PO","1",464,5,2,5,"2","2","PO","2","2","1","5"
"3362","PO","1",464,27,2,5,"2","2","PO","2","2","1","5"
"3363","PO","1",464,13,2,5,"2","2","PO","2","2","1","5"
"3364","PO","1",464,17,2,5,"2","2","PO","2","2","1","5"
"3365","PO","1",464,81,2,5,"2","2","PO","2","2","1","5"
"3366","PO","1",464,4,2,5,"2","2","PO","2","2","1","5"
"3367","PO","1",464,4,2,5,"2","2","PO","2","2","1","5"
"3368","PO","1",464,4,2,5,"2","2","PO","2","2","1","5"
"3369","PO","1",464,7,2,5,"2","2","PO","2","2","1","5"
"3370","PO","1",464,6,2,5,"2","2","PO","2","2","1","5"
"3371","PO","1",464,3,2,5,"2","2","PO","2","2","1","5"
"3372","PO","1",464,3,2,5,"2","2","PO","2","2","1","5"
"3373","PO","1",464,3,2,5,"2","2","PO","2","2","1","5"
"3374","PO","1",464,3,2,5,"2","2","PO","2","2","1","5"
"3375","PO","1",464,3,2,5,"2","2","PO","2","2","1","5"
"3376","PO","1",464,3,2,5,"2","2","PO","2","2","1","5"
"3377","PO","1",464,3,2,5,"2","2","PO","2","2","1","5"
"3378","PO","1",464,27,2,5,"2","2","PO","2","2","1","5"
"3379","PO","1",464,21,2,5,"2","2","PO","2","2","1","5"
"3380","PO","1",464,5,2,5,"2","2","PO","2","2","1","5"
"3381","PO","1",464,5,2,5,"2","2","PO","2","2","1","5"
"3382","PO","1",464,5,2,5,"2","2","PO","2","2","1","5"
